###Table full name: bigquery-public-data.world_bank_global_population.population_by_country
[
    year_1981 (Type: INT64; Sample values: ['None', 'None', 'None', 'None', '6749847'])
    source (Type: STRING; Sample values: ['Food and Agriculture Organization, electronic files and web site.', 'Food and Agriculture Organization, electronic files and web site.', 'Food and Agriculture Organization, electronic files and web site.', 'Food and Agriculture Organization, electronic files and web site.', 'Food and Agriculture Organization, electronic files and web site.']; Description: A place person or organization from which the series comes or can be obtained.)
    aggregation_method (Type: STRING; Sample values: ['Sum', 'Weighted average', 'Weighted average', 'Sum', 'Weighted average']; Description: Aggregation methods are types of calculations used to group attribute values into a metric for each dimension value. For example for each region one may retrieve the total value of country entries (the sum of the series value for countries belonging to the region).)
    long_definition (Type: STRING; Sample values: ['Agricultural machinery refers to the number of wheel and crawler tractors (excluding garden tractors) in use in agriculture at the end of the calendar year specified or during the first quarter of the following year.', 'Fertilizer consumption measures the quantity of plant nutrients used per unit of arable land. Fertilizer products cover nitrogenous, potash, and phosphate fertilizers (including ground rock phosphate). Traditional nutrients--animal and plant manures-...(truncated)', 'Fertilizer consumption measures the quantity of plant nutrients used per unit of arable land. Fertilizer products cover nitrogenous, potash, and phosphate fertilizers (including ground rock phosphate). Traditional nutrients--animal and plant manures-...(truncated)', 'Agricultural land refers to the share of land area that is arable, under permanent crops, and under permanent pastures. Arable land includes land defined by the FAO as land under temporary crops (double-cropped areas are counted once), temporary mead...(truncated)', 'Agricultural land refers to the share of land area that is arable, under permanent crops, and under permanent pastures. Arable land includes land defined by the FAO as land under temporary crops (double-cropped areas are counted once), temporary mead...(truncated)']; Description: Extended statement of the exact meaning of a series.)
]

--------------------------------------------------

###Table full name: bigquery-public-data.world_bank_intl_debt.international_debt
[
    indicator_code (Type: STRING; Sample values: ['NY.GNP.MKTP.CD', 'NY.GNP.MKTP.CD', 'NY.GNP.MKTP.CD', 'NY.GNP.MKTP.CD', 'NY.GNP.MKTP.CD'])
    indicator_name (Type: STRING; Sample values: ['GNI (current US$)', 'GNI (current US$)', 'GNI (current US$)', 'GNI (current US$)', 'GNI (current US$)'])
    country_name (Type: STRING; Sample values: ['Afghanistan', 'Afghanistan', 'Afghanistan', 'Angola', 'Angola'])
    country_code (Type: STRING; Sample values: ['AFG', 'AFG', 'AFG', 'AGO', 'AGO'])
    value (Type: FLOAT64; Sample values: ['nan', 'nan', 'nan', 'nan', 'nan'])
    year (Type: INT64; Sample values: ['None', 'None', 'None', 'None', 'None'])
]

--------------------------------------------------

###Table full name: bigquery-public-data.world_bank_intl_debt.series_summary
[
    indicator_name (Type: STRING; Sample values: ['Imports of goods, services and primary income (current US$)', 'Current account balance (current US$)', 'Grants, excluding technical cooperation (current US$)', 'Technical cooperation grants (current US$)', 'Exports of goods, services and primary income (current US$)'])
    related_indicators (Type: STRING; Sample values: ['None', 'None', 'None', 'None', 'None'])
    unit_of_measure (Type: STRING; Sample values: ['None', 'None', 'None', 'None', 'None'])
    series_code (Type: STRING; Sample values: ['BM.GSR.TOTL.CD', 'BN.CAB.XOKA.CD', 'BX.GRT.EXTA.CD.DT', 'BX.GRT.TECH.CD.DT', 'BX.GSR.TOTL.CD'])
    short_definition (Type: STRING; Sample values: ['Imports of goods, services and primary income is the sum of goods (merchandise) imports, imports of (nonfactor) services and income (factor) payments. Data are in current U.S. dollars.', 'Current account balance shows the difference between the sum of exports and income receivable and the sum of imports and income payable (exports and imports refer to both goods and services, while income refers to both primary and secondary income).', 'Grants are defined as legally binding commitments that obligate a specific value of funds available for disbursement for which there is no repayment requirement. Data are in current U.S. dollars.', 'Technical cooperation grants include free-standing technical cooperation grants, which are intended to finance the transfer of technical and managerial skills or of technology for the purpose of building up general national capacity without reference...(truncated)', 'Exports of goods, services and primary income is the sum of goods (merchandise) exports, exports of (nonfactor) services and income (factor) receipts. Data are in current U.S. dollars.'])
    source (Type: STRING; Sample values: ['International Monetary Fund, Balance of Payments Statistics Yearbook.', 'International Monetary Fund, Balance of Payments Statistics Yearbook.', 'World Bank, International Debt Statistics.', 'World Bank, International Debt Statistics.', 'International Monetary Fund, Balance of Payments Statistics Yearbook.'])
    aggregation_method (Type: STRING; Sample values: ['Gap-filled total', 'Sum', 'Sum', 'Sum', 'Gap-filled total'])
]

--------------------------------------------------

###Table full name: bigquery-public-data.world_bank_intl_education.country_series_definitions
[
    description (Type: STRING; Sample values: ['Based on official exchange rates.', 'Covers mainland Tanzania only.', 'Covers mainland Tanzania only.', 'Covers mainland Tanzania only.', 'Covers mainland Tanzania only.'])
    country_code (Type: STRING; Sample values: ['VEN', 'TZA', 'TZA', 'TZA', 'TZA'])
    series_code (Type: STRING; Sample values: ['NY.GNP.PCAP.CD', 'NY.GDP.PCAP.CD', 'NY.GDP.PCAP.KD', 'NY.GDP.PCAP.PP.CD', 'NY.GDP.PCAP.PP.KD'])
]

--------------------------------------------------

###Table full name: bigquery-public-data.world_bank_wdi.country_series_definitions
[
    description (Type: STRING; Sample values: ['1950-1999 SIPRI estimates.', '1957-2001 SIPRI estimates.', '1960-1964 SIPRI estimates.', '1960-1964 SIPRI estimates.', '1960-1964 SIPRI estimates.'])
    country_code (Type: STRING; Sample values: ['AUS', 'AUT', 'JPN', 'JPN', 'TUN'])
    series_code (Type: STRING; Sample values: ['MS.MIL.XPND.CN', 'MS.MIL.XPND.CN', 'MS.MIL.XPND.CN', 'MS.MIL.XPND.CD', 'MS.MIL.XPND.CD'])
]

--------------------------------------------------

###Table full name: bigquery-public-data.world_bank_intl_debt.country_series_definitions
[
    description (Type: STRING; Sample values: ['Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.', 'Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.', 'Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.', 'Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.', 'Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.'])
    country_code (Type: STRING; Sample values: ['AFG', 'AGO', 'ALB', 'ARG', 'ARM'])
    series_code (Type: STRING; Sample values: ['BX.KLT.DINV.CD.DT', 'BX.KLT.DINV.CD.DT', 'BX.KLT.DINV.CD.DT', 'BX.KLT.DINV.CD.DT', 'BX.KLT.DINV.CD.DT'])
]

--------------------------------------------------

###Table full name: bigquery-public-data.world_bank_wdi.footnotes
[
    country_code (Type: STRING; Sample values: ['ABW', 'ABW', 'ABW', 'ABW', 'ABW'])
    description (Type: STRING; Sample values: ['Not specified', 'Not specified', 'Not specified', 'Source: United Nations Conference on Trade and Development,  Foreign Direct Investment Online database.', 'Source: United Nations Conference on Trade and Development,  Foreign Direct Investment Online database.'])
    series_code (Type: STRING; Sample values: ['AG.LND.FRST.K2', 'AG.LND.FRST.K2', 'AG.LND.FRST.K2', 'BM.KLT.DINV.CD.WD', 'BM.KLT.DINV.CD.WD'])
    year (Type: STRING; Sample values: ['    ', '    ', '    ', '1995', '1994'])
]

--------------------------------------------------

###Table full name: bigquery-public-data.world_bank_wdi.series_time
[
    series_code (Type: STRING; Sample values: ['SP.DYN.CONM.ZS', 'SP.UWT.TFRT', 'SP.DYN.CONU.ZS', 'SP.REG.DTHS.ZS', 'SP.DYN.WFRT'])
    year (Type: INT64; Sample values: ['1990', '1990', '1990', '1990', '1990'])
    description (Type: STRING; Sample values: ['Averages for regions/groups are based on country-level data around 1990.', 'Averages for regions/groups are based on country-level data around 1990.', 'Averages for regions/groups are based on country-level data around 1990.', 'Averages for regions/groups are based on country-level data around 1990.', 'Averages for regions/groups are based on country-level data around 1990.'])
]

--------------------------------------------------

###Table full name: bigquery-public-data.world_bank_intl_debt.series_times
[
    year (Type: INT64; Sample values: ['2018'])
    description (Type: STRING; Sample values: ['Present value calculations for these countries are for public and publicly guaranteed debt only.'])
    series_code (Type: STRING; Sample values: ['DT.DOD.PVLX.CD'])
]

--------------------------------------------------

