###Table full name: IDC.IDC_V17.SEGMENTATIONS
[
    SeriesInstanceUID (Type: TEXT; Sample values: ['1.2.276.0.7230010.3.1.3.17436516.653383.1696970728.262449', '1.2.276.0.7230010.3.1.3.17436516.664776.1696970888.933027', '1.2.276.0.7230010.3.1.3.17436516.666590.1696970914.61655', '1.2.276.0.7230010.3.1.3.17436516.651565.1696970702.349014', '1.2.276.0.7230010.3.1.3.17436516.664189.1696970884.510051'])
    ClinicalTrialSeriesID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    PatientSpeciesCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ReferencedImageEvidenceSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    CodeValue (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    DimensionOrganizationUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    MediaStorageSOPInstanceUID (Type: TEXT; Sample values: ['1.2.840.113654.2.55.232251254905686701117181565039442087865', '1.2.840.113654.2.55.281149784892428811639464384293629235745', '1.2.840.113654.2.55.169820662853239776981123072671212105735', '1.2.840.113654.2.55.195670402165839899895759391289032265317', '1.2.840.113654.2.55.85167056264528248627639073741729153183'])
    PersonName (Type: VARIANT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    StorageMediaFileSetUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    SourcePatientGroupIdentificationSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    GridFocalDistance (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    TemplateExtensionOrganizationUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    PatientOrientationCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    collection_name (Type: TEXT; Sample values: ['NLST', 'NLST', 'NLST', 'NLST', 'NLST']; Description: The ID of the collection containing this instance as expected by the TCIA API)
    MappingResourceIdentificationSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    TemporalPositionIdentifier (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    CodingSchemeUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ClinicalTrialProtocolName (Type: TEXT; Sample values: ['NLST-LSS', 'NLST-LSS', 'NLST-LSS', 'NLST-LSS', 'NLST-LSS'])
    CreatorVersionUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ClinicalTrialSponsorName (Type: TEXT; Sample values: ['National Cancer Institute', 'National Cancer Institute', 'National Cancer Institute', 'National Cancer Institute', 'National Cancer Institute'])
    DoseGridScaling (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    DeviceUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    InterpretationTypeID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ProtocolName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    RelatedFrameOfReferenceUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ImplementationClassUID (Type: TEXT; Sample values: ['1.2.40.0.13.1.1.1', '1.2.40.0.13.1.1.1', '1.2.40.0.13.1.1.1', '1.2.40.0.13.1.1.1', '1.2.40.0.13.1.1.1'])
    ClinicalTrialSiteID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    DetectorID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    instance_revised_idc_version (Type: NUMBER; Sample values: ['4', '4', '4', '4', '4']; Description: The IDC version in which this instance first appeared)
    ClinicalTrialSiteName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    SmallestValidPixelValue (Type: NUMBER; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ReferencedFrameOfReferenceUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    DetectorManufacturerName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    SecondaryCaptureDeviceManufacturerModelName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ImplementationVersionName (Type: TEXT; Sample values: ['dcm4che-1.4.31', 'dcm4che-1.4.31', 'dcm4che-1.4.31', 'dcm4che-1.4.31', 'dcm4che-1.4.31'])
    CoincidenceWindowWidth (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    PerformedProcedureStepID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ClinicalTrialSubjectID (Type: TEXT; Sample values: ['003699', '090464', '037648', '148551', '141028'])
    StationName (Type: TEXT; Sample values: ['G09', 'G09', 'G09', 'G09', 'G09'])
    MediaStorageSOPClassUID (Type: TEXT; Sample values: ['1.2.840.10008.5.1.4.1.1.2', '1.2.840.10008.5.1.4.1.1.2', '1.2.840.10008.5.1.4.1.1.2', '1.2.840.10008.5.1.4.1.1.2', '1.2.840.10008.5.1.4.1.1.2'])
    RecognitionCode (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ContainerIdentifier (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    TypeOfPatientID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ReferencedGeneralPurposeScheduledProcedureStepTransactionUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    TransferSyntaxUID (Type: TEXT; Sample values: ['1.2.840.10008.1.2.1', '1.2.840.10008.1.2.1', '1.2.840.10008.1.2.1', '1.2.840.10008.1.2.1', '1.2.840.10008.1.2.1'])
    SecondaryCaptureDeviceID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    AcquisitionDeviceProcessingCode (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ClinicalTrialSubjectReadingID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ContextIdentifier (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    IssuerOfPatientID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ReferencedFileID (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ConfidentialityCode (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    OriginalImageIdentification (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    IrradiationEventUID (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    patient_revised_idc_version (Type: NUMBER; Sample values: ['4', '4', '4', '4', '4']; Description: The IDC version in which this version of the patient/case containing this instance first appeared)
    ReferencedSOPClassUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    CodingSchemeIdentificationSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    TemplateExtensionCreatorUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    GantryID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    InstitutionName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    VideoImageFormatAcquired (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    crdc_series_uuid (Type: TEXT; Sample values: ['46f9c801-aff7-4c6c-af45-23827e1a9c85', '2eaea355-1729-44e6-9504-9b7c745bcce2', '1b6ee4c5-822c-4eae-8b48-f22c113b78a2', 'fd1c26b5-8eec-4003-9729-3ab76316ddad', 'b86ac545-5f48-4295-8372-ec5cf8fc22e7']; Description: UUID of this version of series containing this instance)
    PerformedProcedureCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    AnnotationDisplayFormatID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    MultiCoilElementName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    PerformedStationName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ConcatenationUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    InstitutionalDepartmentName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    Columns (Type: NUMBER; Sample values: ['512', '512', '512', '512', '512'])
    SeriesDate (Type: DATE; Sample values: ['None', 'None', 'None', 'None', 'None'])
    Type (Type: TEXT; Sample values: ['CREATE', 'CREATE', 'CREATE', 'CREATE', 'CREATE'])
    Rows (Type: NUMBER; Sample values: ['512', '512', '512', '512', '512'])
    ImagingFrequency (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    InstanceNumber (Type: TEXT; Sample values: ['21', '50', '114', '72', '69'])
    RetrieveAETitle (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ContentDescription (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    RecognizableVisualFeatures (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    DeviceSerialNumber (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    EchoNumbers (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    LastUpdated (Type: NUMBER; Sample values: ['1699948963045616', '1699946757168018', '1699944914329797', '1699965838708727', '1699959410789016'])
    RadiopharmaceuticalInformationSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ItemNumber (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    AccessionNumber (Type: TEXT; Sample values: ['660837', '259106', '788115', '325296', '734510'])
    Trim (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    TomoAngle (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    SpecialNeeds (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    TypeOfData (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    CardiacNumberOfImages (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    DigitalImageFormatAcquired (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ImagesInAcquisition (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ImageDimensions (Type: NUMBER; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ContentSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    SegmentedKSpaceTraversal (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    SpecificCharacterSet (Type: VARIANT; Sample values: ['[\n  "ISO_IR 100"\n]', '[\n  "ISO_IR 100"\n]', '[\n  "ISO_IR 100"\n]', '[\n  "ISO_IR 100"\n]', '[\n  "ISO_IR 100"\n]'])
    ReferencedRawDataSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ContentTemplateSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
]

--------------------------------------------------

###Table full name: IDC.IDC_V17.DICOM_METADATA
[
    SegmentSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    SeriesInstanceUID (Type: TEXT; Sample values: ['1.3.6.1.4.1.5962.99.1.154767222.292368839.1640832307062.2.0', '1.3.6.1.4.1.5962.99.1.154767222.292368839.1640832307062.2.0', '1.3.6.1.4.1.5962.99.1.154767222.292368839.1640832307062.2.0', '1.3.6.1.4.1.5962.99.1.157627571.692579403.1640835167411.2.0', '1.3.6.1.4.1.5962.99.1.157627571.692579403.1640835167411.2.0'])
    NumberOfSeriesRelatedInstances (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    SegmentationType (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    SegmentationFractionalType (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    AnatomicRegionSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    FractionGroupSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ROIContourSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    TotalPixelMatrixOriginSequence (Type: VARIANT; Sample values: ['[\n  {\n    "XOffsetInSlideCoordinateSystem": "21.898394",\n    "YOffsetInSlideCoordinateSystem": "48.322675845787"\n  }\n]', '[\n  {\n    "XOffsetInSlideCoordinateSystem": "25.4",\n    "YOffsetInSlideCoordinateSystem": "64.610492845787"\n  }\n]', '[\n  {\n    "XOffsetInSlideCoordinateSystem": "21.898394",\n    "YOffsetInSlideCoordinateSystem": "48.322675845787"\n  }\n]', '[\n  {\n    "XOffsetInSlideCoordinateSystem": "25.4",\n    "YOffsetInSlideCoordinateSystem": "64.610492845787"\n  }\n]', '[\n  {\n    "XOffsetInSlideCoordinateSystem": "22.797432",\n    "YOffsetInSlideCoordinateSystem": "55.073338845787"\n  }\n]'])
    SeriesType (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    StructureSetROISequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    NumberOfRRIntervals (Type: NUMBER; Sample values: ['None', 'None', 'None', 'None', 'None'])
    RealWorldValueMappingSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    RTROIObservationsSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    Modality (Type: TEXT; Sample values: ['SM', 'SM', 'SM', 'SM', 'SM'])
    LargestPixelValueInSeries (Type: NUMBER; Sample values: ['None', 'None', 'None', 'None', 'None'])
    RegistrationSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    MRAcquisitionFrequencyEncodingSteps (Type: NUMBER; Sample values: ['None', 'None', 'None', 'None', 'None'])
    SeriesNumber (Type: TEXT; Sample values: ['1', '1', '1', '1', '1'])
    MRAcquisitionPhaseEncodingStepsOutOfPlane (Type: NUMBER; Sample values: ['None', 'None', 'None', 'None', 'None'])
    SequenceOfUltrasoundRegions (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    DimensionOrganizationSequence (Type: VARIANT; Sample values: ['[\n  {\n    "DimensionOrganizationUID": "1.3.6.1.4.1.5962.99.1.154767222.292368839.1640832307062.12.0"\n  }\n]', '[\n  {\n    "DimensionOrganizationUID": "1.3.6.1.4.1.5962.99.1.154767222.292368839.1640832307062.40.0"\n  }\n]', '[\n  {\n    "DimensionOrganizationUID": "1.3.6.1.4.1.5962.99.1.2133926228.1619968177.1655696367956.42.0"\n  }\n]', '[\n  {\n    "DimensionOrganizationUID": "1.3.6.1.4.1.5962.99.1.157627571.692579403.1640835167411.47.0"\n  }\n]', '[\n  {\n    "DimensionOrganizationUID": "1.3.6.1.4.1.5962.99.1.157627571.692579403.1640835167411.12.0"\n  }\n]'])
    NumberOfPoints (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    SegmentsOverlap (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    VOILUTSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    HistogramSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    DimensionIndexSequence (Type: VARIANT; Sample values: ['[\n  {\n    "DimensionDescriptionLabel": "Row Position",\n    "DimensionIndexPointer": 4719135,\n    "DimensionOrganizationUID": "1.3.6.1.4.1.5962.99.1.154767222.292368839.1640832307062.12.0",\n    "FunctionalGroupPointer": 4719130\n  },\n  {\n    "DimensionDescriptionLabel": "Column Position",\n    "DimensionIndexPointer": 4719134,\n    "DimensionOrganizationUID": "1.3.6.1.4.1.5962.99.1.154767222.292368839.1640832307062.12.0",\n    "FunctionalGroupPointer": 4719130\n  }\n]', '[\n  {\n    "DimensionDescriptionLabel": "Row Position",\n    "DimensionIndexPointer": 4719135,\n    "DimensionOrganizationUID": "1.3.6.1.4.1.5962.99.1.154767222.292368839.1640832307062.40.0",\n    "FunctionalGroupPointer": 4719130\n  },\n  {\n    "DimensionDescriptionLabel": "Column Position",\n    "DimensionIndexPointer": 4719134,\n    "DimensionOrganizationUID": "1.3.6.1.4.1.5962.99.1.154767222.292368839.1640832307062.40.0",\n    "FunctionalGroupPointer": 4719130\n  }\n]', '[\n  {\n    "DimensionDescriptionLabel": "Row Position",\n    "DimensionIndexPointer": 4719135,\n    "DimensionOrganizationUID": "1.3.6.1.4.1.5962.99.1.2133926228.1619968177.1655696367956.42.0",\n    "FunctionalGroupPointer": 4719130\n  },\n  {\n    "DimensionDescriptionLabel": "Column Position",\n    "DimensionIndexPointer": 4719134,\n    "DimensionOrganizationUID": "1.3.6.1.4.1.5962.99.1.2133926228.1619968177.1655696367956.42.0",\n    "FunctionalGroupPointer": 4719130\n  }\n]', '[\n  {\n    "DimensionDescriptionLabel": "Row Position",\n    "DimensionIndexPointer": 4719135,\n    "DimensionOrganizationUID": "1.3.6.1.4.1.5962.99.1.157627571.692579403.1640835167411.47.0",\n    "FunctionalGroupPointer": 4719130\n  },\n  {\n    "DimensionDescriptionLabel": "Column Position",\n    "DimensionIndexPointer": 4719134,\n    "DimensionOrganizationUID": "1.3.6.1.4.1.5962.99.1.157627571.692579403.1640835167411.47.0",\n    "FunctionalGroupPointer": 4719130\n  }\n]', '[\n  {\n    "DimensionDescriptionLabel": "Row Position",\n    "DimensionIndexPointer": 4719135,\n    "DimensionOrganizationUID": "1.3.6.1.4.1.5962.99.1.157627571.692579403.1640835167411.12.0",\n    "FunctionalGroupPointer": 4719130\n  },\n  {\n    "DimensionDescriptionLabel": "Column Position",\n    "DimensionIndexPointer": 4719134,\n    "DimensionOrganizationUID": "1.3.6.1.4.1.5962.99.1.157627571.692579403.1640835167411.12.0",\n    "FunctionalGroupPointer": 4719130\n  }\n]'])
    NumberOfStudyRelatedInstances (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ModalitiesInStudy (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    SOPClassUID (Type: TEXT; Sample values: ['1.2.840.10008.5.1.4.1.1.77.1.6', '1.2.840.10008.5.1.4.1.1.77.1.6', '1.2.840.10008.5.1.4.1.1.77.1.6', '1.2.840.10008.5.1.4.1.1.77.1.6', '1.2.840.10008.5.1.4.1.1.77.1.6'])
    NominalScannedPixelSpacing (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ImagerPixelSpacing (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    VerifyingObserverSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ScanningSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ImagesInSeries (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ReferencedImageEvidenceSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    MediaStorageSOPInstanceUID (Type: TEXT; Sample values: ['1.3.6.1.4.1.5962.99.1.154767222.292368839.1640832307062.7.0', '1.3.6.1.4.1.5962.99.1.154767222.292368839.1640832307062.35.0', '1.3.6.1.4.1.5962.99.1.2133926228.1619968177.1655696367956.37.0', '1.3.6.1.4.1.5962.99.1.157627571.692579403.1640835167411.42.0', '1.3.6.1.4.1.5962.99.1.157627571.692579403.1640835167411.7.0'])
    SingleCollimationWidth (Type: FLOAT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ConceptNameCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    StationName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    OriginalImageIdentificationNomenclature (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ConcatenationUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    PerformedProtocolCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    InstanceCreatorUID (Type: TEXT; Sample values: ['1.3.6.1.4.1.5962.99.3', '1.3.6.1.4.1.5962.99.3', '1.3.6.1.4.1.5962.99.3', '1.3.6.1.4.1.5962.99.3', '1.3.6.1.4.1.5962.99.3'])
    RTPlanName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    PatientBreedCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ContentCreatorName (Type: VARIANT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ViewModifierCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    SecondaryCaptureDeviceID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ClinicalTrialSubjectID (Type: TEXT; Sample values: ['C3N-01088', 'C3N-01088', 'C3N-01088', 'C3N-01088', 'C3N-01088'])
    ContainerIdentifier (Type: TEXT; Sample values: ['C3N-01088-24', 'C3N-01088-24', 'C3N-01088-24', 'C3N-01088-23', 'C3N-01088-23'])
    TemplateExtensionCreatorUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    CodeValue (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    TotalCollimationWidth (Type: FLOAT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    StudyStatusID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    CTDIPhantomTypeCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    IssuerOfPatientID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ClinicalTrialTimePointID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    PerformedStationName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    TransmitCoilName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    InstitutionalDepartmentName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ContainerTypeCodeSequence (Type: VARIANT; Sample values: ['[\n  {\n    "CodeMeaning": "Microscope slide",\n    "CodeValue": "433466003",\n    "CodingSchemeDesignator": "SCT"\n  }\n]', '[\n  {\n    "CodeMeaning": "Microscope slide",\n    "CodeValue": "433466003",\n    "CodingSchemeDesignator": "SCT"\n  }\n]', '[\n  {\n    "CodeMeaning": "Microscope slide",\n    "CodeValue": "433466003",\n    "CodingSchemeDesignator": "SCT"\n  }\n]', '[\n  {\n    "CodeMeaning": "Microscope slide",\n    "CodeValue": "433466003",\n    "CodingSchemeDesignator": "SCT"\n  }\n]', '[\n  {\n    "CodeMeaning": "Microscope slide",\n    "CodeValue": "433466003",\n    "CodingSchemeDesignator": "SCT"\n  }\n]'])
    ReferencedFileID (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    Grid (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    MediaStorageSOPClassUID (Type: TEXT; Sample values: ['1.2.840.10008.5.1.4.1.1.77.1.6', '1.2.840.10008.5.1.4.1.1.77.1.6', '1.2.840.10008.5.1.4.1.1.77.1.6', '1.2.840.10008.5.1.4.1.1.77.1.6', '1.2.840.10008.5.1.4.1.1.77.1.6'])
    ImageOrientationSlide (Type: VARIANT; Sample values: ['[\n  "0",\n  "-1",\n  "0",\n  "-1",\n  "0",\n  "0"\n]', '[\n  "0",\n  "-1",\n  "0",\n  "-1",\n  "0",\n  "0"\n]', '[\n  "0",\n  "-1",\n  "0",\n  "-1",\n  "0",\n  "0"\n]', '[\n  "0",\n  "-1",\n  "0",\n  "-1",\n  "0",\n  "0"\n]', '[\n  "0",\n  "-1",\n  "0",\n  "-1",\n  "0",\n  "0"\n]'])
    ClinicalTrialProtocolName (Type: TEXT; Sample values: ['CPTAC Clear Cell Carcinoma', 'CPTAC Clear Cell Carcinoma', 'CPTAC Clear Cell Carcinoma', 'CPTAC Clear Cell Carcinoma', 'CPTAC Clear Cell Carcinoma'])
    PatientSpeciesCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    TypeOfPatientID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ContextGroupIdentificationSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ConfidentialityCode (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    CurrentRequestedProcedureEvidenceSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    StudyID (Type: TEXT; Sample values: ['C3N-01088', 'C3N-01088', 'C3N-01088', 'C3N-01088', 'C3N-01088'])
    OriginalSpecializedSOPClassUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    IrradiationEventUID (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    OperatorsName (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    OtherPatientIDs (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    DetectorID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ClinicalTrialSiteID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    FailedSOPInstanceUIDList (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ScheduledStationName (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ViewCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    GridAspectRatio (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    DetectorManufacturerModelName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    PlateID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    DeidentificationMethod (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    PixelBandwidth (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    PatientOrientationModifierCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    TemplateExtensionOrganizationUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    WindowWidth (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    PerformingPhysicianName (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ContextIdentifier (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ImplementationClassUID (Type: TEXT; Sample values: ['1.3.6.1.4.1.5962.99.2', '1.3.6.1.4.1.5962.99.2', '1.3.6.1.4.1.5962.99.2', '1.3.6.1.4.1.5962.99.2', '1.3.6.1.4.1.5962.99.2'])
    TransferSyntaxUID (Type: TEXT; Sample values: ['1.2.840.10008.1.2.4.50', '1.2.840.10008.1.2.1', '1.2.840.10008.1.2.1', '1.2.840.10008.1.2.1', '1.2.840.10008.1.2.4.50'])
    FrameOfReferenceUID (Type: TEXT; Sample values: ['1.3.6.1.4.1.5962.99.1.154767222.292368839.1640832307062.5.0', '1.3.6.1.4.1.5962.99.1.154767222.292368839.1640832307062.5.0', '1.3.6.1.4.1.5962.99.1.2133926228.1619968177.1655696367956.7.0', '1.3.6.1.4.1.5962.99.1.157627571.692579403.1640835167411.5.0', '1.3.6.1.4.1.5962.99.1.157627571.692579403.1640835167411.5.0'])
    StrainCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    RectilinearPhaseEncodeReordering (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    CodingSchemeUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    AcquisitionDeviceProcessingCode (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
